age,class_of_worker,education,marital_status,race,sex,industry,capital_zscaled,binned_income
53,Self-employed,Bachelors degree(BA AB BS),Married, Asian or Pacific Islander, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
31,Private,Some college/Vocational,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
26,Private,Less than high school,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
43,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
27,Private,Bachelors degree(BA AB BS),Married, White, Male,Manufacturing,-0.15954615253005786, 50000+.
68,Private,Some college/Vocational,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
49,Private,Bachelors degree(BA AB BS),Married, White, Male,Management,-0.15954615253005786, - 50000.
24,Private,Some college/Vocational,Never married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Male,Utilities,-0.15954615253005786, - 50000.
54,Self-employed,Bachelors degree(BA AB BS),Married, White, Male,Construction,-0.15954615253005786, - 50000.
49,Government,Some college/Vocational,Married, White, Male,Services/Administration,-0.15954615253005786, 50000+.
62,Government,Graduate,Other, White, Female,Other,-0.15954615253005786, - 50000.
57,Private,Less than high school,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
23,Government,Some college/Vocational,Other, White, Female,Utilities,0.8375486880548979, - 50000.
28,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
60,Government,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
19,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
44,Private,Graduate,Married, White, Female,Hospitals/Health care,-0.15954615253005786, 50000+.
31,Private,High school graduate,Never married, White, Male,Management,-0.15954615253005786, - 50000.
39,Self-employed,Less than high school,Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
25,Private,Some college/Vocational,Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
33,Private,Graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
27,Government,Bachelors degree(BA AB BS),Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
45,Government,High school graduate,Other, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
29,Private,High school graduate,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
45,Government,Some college/Vocational,Married, White, Male,Hospitals/Health care,-1.025009797508812, 50000+.
46,Private,Bachelors degree(BA AB BS),Married, Asian or Pacific Islander, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
45,Government,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
41,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
20,Private,Some college/Vocational,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
32,Private,Some college/Vocational,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
31,Self-employed,Bachelors degree(BA AB BS),Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, 50000+.
29,Private,Bachelors degree(BA AB BS),Never married, Black, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
35,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
44,Private,Less than high school,Married, Asian or Pacific Islander, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
43,Self-employed,High school graduate,Other, Amer Indian Aleut or Eskimo, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
24,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
25,Private,Less than high school,Never married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
23,Private,Some college/Vocational,Never married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
28,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
47,Self-employed,Less than high school,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
76,Self-employed,Graduate,Married, White, Male,Services/Administration,2.9441064630349816, - 50000.
47,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
64,Private,Some college/Vocational,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
28,Private,High school graduate,Other, White, Female,Services/Administration,-0.15954615253005786, - 50000.
27,Private,High school graduate,Married, White, Female,Trade,-0.15954615253005786, - 50000.
37,Government,Some college/Vocational,Married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
39,Government,High school graduate,Married, White, Male,Other,-0.15954615253005786, - 50000.
77,Self-employed,High school graduate,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
54,Private,Bachelors degree(BA AB BS),Married, White, Male,Manufacturing,-0.8406343946039582, - 50000.
29,Government,Some college/Vocational,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
46,Private,Bachelors degree(BA AB BS),Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
58,Self-employed,High school graduate,Married, White, Female,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
54,Private,Graduate,Married, White, Male,Manufacturing,-0.15954615253005786, 50000+.
31,Private,Less than high school,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
23,Private,Less than high school,Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
21,Private,High school graduate,Never married, Other, Male,"Computer, Information",-0.15954615253005786, - 50000.
18,Private,High school graduate,Never married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
34,Government,Some college/Vocational,Married, White, Male,Services/Administration,-0.15954615253005786, - 50000.
58,Private,High school graduate,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
37,Private,Some college/Vocational,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
16,Private,Less than high school,Never married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
43,Private,Bachelors degree(BA AB BS),Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
41,Private,Less than high school,Other, White, Male,Construction,-0.15954615253005786, 50000+.
48,Government,Bachelors degree(BA AB BS),Married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
35,Private,High school graduate,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
33,Private,Bachelors degree(BA AB BS),Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
57,Private,Less than high school,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
59,Private,Less than high school,Other, Black, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
57,Private,High school graduate,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
28,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
26,Government,Some college/Vocational,Never married, Black, Male,Finance/Insurance/Real Estate,0.32432461877496893, - 50000.
52,Self-employed,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
33,Private,Less than high school,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
22,Private,Some college/Vocational,Never married, White, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
34,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
47,Private,Less than high school,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
35,Self-employed,Some college/Vocational,Married, White, Female,Management,-0.15954615253005786, - 50000.
31,Private,Less than high school,Married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
33,Government,High school graduate,Never married, Black, Female,Services/Administration,1.3654494063222777, - 50000.
41,Private,Graduate,Never married, White, Female,Services/Administration,-0.876867371791728, 50000+.
27,Private,High school graduate,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
56,Private,High school graduate,Married, Black, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
50,Self-employed,Bachelors degree(BA AB BS),Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
15,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
56,Self-employed,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
47,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
37,Private,Some college/Vocational,Never married, White, Female,Utilities,-0.15954615253005786, - 50000.
21,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
19,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
36,Private,Some college/Vocational,Other, White, Female,Services/Administration,-0.15954615253005786, - 50000.
90,Government,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
31,Private,Less than high school,Married, Black, Male,Manufacturing,-0.15954615253005786, - 50000.
37,Private,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
48,Private,Graduate,Married, White, Male,Manufacturing,-0.15954615253005786, 50000+.
46,Government,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
62,Self-employed,Some college/Vocational,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
50,Self-employed,Some college/Vocational,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
23,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
21,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
48,Private,Bachelors degree(BA AB BS),Other, White, Male,Services/Administration,-0.15954615253005786, 50000+.
41,Self-employed,Graduate,Married, White, Male,Services/Administration,-1.066287872786018, 50000+.
